TeamID,Team Name,Rank,uId,Player Name,Health,Kill Num,Damage,Max Kill Distance,Assists,Knockouts,Head Shot Num,In Damage,Heal,Survival Time,Outside Blue Circle Time,Poison Total Damage,Kill Num In Vehicle,Kill Num By Grenade,Drive Distance,March Distance,Rescue Times,Use Smoke Grenade Num,Use Frag Grenade Num,Use Burn Grenade Num,Use Flash Grenade Num,Got Air Drop Num,Total Damage per Team
"74","Team74","27","51513525211","S1xWARZITOhz","0","3","362","126","0","0","0","161","232","9m 44s","2m 42s","170","0","0","2882","1148","0","0","3","0","0","0","362"
"6","Team6","28","5216749258","CDSxJxUxZ","0","1","258","91","0","0","0","118","20","8m 30s","0m 0s","1","0","0","0","964","0","0","0","0","0","0","258"
"36","Team36","29","5133415638","TMPTEMPESTA","0","0","24","0","0","0","0","272","153","7m 49s","1m 6s","76","0","0","0","1686","0","0","0","0","0","0","24"
"65","Team65","30","51644892258","5乛XT丨SANDY","0","0","52","0","0","0","0","99","0","7m 20s","0m 0s","0","0","0","0","1458","0","0","0","0","0","0","52"
"3","Team3","31","573587941","AngelFlowYT","0","0","0","0","0","0","0","197","0","7m 35s","0m 0s","0","0","0","0","1679","0","0","0","0","0","0","0"
"23","Team23","32","5140421008","R3USz","0","1","84","349","0","0","0","90","0","7m 8s","0m 6s","9","0","0","1907","464","0","0","0","0","0","0","84"
"41","Team41","33","51799066072","橱ADICTO弔TTN","0","0","77","0","0","0","0","123","43","7m 5s","0m 8s","10","0","0","1112","1386","0","0","0","0","0","0","77"
"12","Team12","34","5346378769","RocioTeAmo","0","0","0","0","0","0","0","143","132","7m 28s","1m 42s","89","0","0","2701","963","0","0","0","0","0","0","0"
"4","Team4","35","568524628","RNGJONA","0","0","0","0","0","0","0","145","96","6m 31s","0m 45s","51","0","0","498","677","0","0","0","0","0","0","0"
"78","Team78","36","5366382354","S1xNicole٭","0","0","0","0","0","0","0","0","91","6m 43s","2m 59s","192","0","0","0","1541","0","0","0","0","0","0","0"
"16","Team16","37","52237718215","ACSweett7","0","0","24","0","0","0","0","61","137","6m 0s","2m 40s","176","0","0","0","1665","0","0","0","0","0","0","24"
"14","Team14","38","51792225482","ELLIMINATE2","0","0","0","0","0","0","0","0","110","6m 2s","2m 59s","191","0","0","2890","619","0","0","0","0","0","0","0"
"8","Team8","39","5162712510","Mʞ〢ＪＪ","0","1","148","19","0","0","0","81","121","6m 14s","1m 44s","121","0","0","983","1125","0","0","0","0","0","0","148"
"43","Team43","40","5325297279","FxūRuiz01","0","0","66","0","0","0","0","44","0","6m 25s","0m 57s","55","0","0","1618","790","0","0","0","0","0","0","66"
"2","Team2","41","5114882255","ʚɞYessiʚɞ","0","1","53","0","0","0","0","81","157","5m 14s","2m 29s","151","0","0","981","752","0","0","0","0","0","0","53"
"97","Team97","42","5189060773","ＰＥＲＤＯMＯ","0","0","0","0","0","0","0","100","0","4m 52s","0m 0s","0","0","0","0","219","0","0","0","0","0","0","0"
"39","Team39","43","51816351557","リゼロのベアト","0","0","0","0","0","0","0","0","0","3m 30s","1m 57s","100","0","0","0","0","0","0","0","0","0","0","0"
"98","Team98","44","52298917166","彡bxa彡DEDMON","0","0","0","0","0","0","0","46","53","4m 26s","1m 55s","92","0","0","2046","667","0","0","0","0","0","0","0"
"35","Team35","45","573755225","vxJC","0","1","130","117","0","0","0","52","30","3m 23s","1m 5s","69","0","0","671","443","0","0","0","0","0","0","130"
"75","Team75","46","5370146473","xyzJonaas","0","1","120","11","0","0","0","100","0","2m 56s","0m 0s","0","0","0","0","435","0","1","0","1","0","0","120"
"22","Team22","47","51725569588","ʕ̫͡تʔbebe","0","0","0","0","0","0","0","100","0","2m 6s","0m 0s","0","0","0","3","354","0","0","0","0","0","0","0"
"29","Team29","48","591729999","4everVer͜͡sa","0","1","122","11","0","0","0","100","0","2m 37s","0m 0s","0","0","0","0","378","0","1","2","0","0","0","122"
"51","Team51","49","5216037752","1paMATO18","0","0","0","0","0","0","0","100","0","2m 11s","0m 0s","0","0","0","105","354","0","0","0","0","0","0","0"
"27","Team27","50","546693019","KARA丶MACAR0N","0","0","0","0","0","0","0","100","0","1m 21s","0m 0s","0","0","0","0","105","0","0","0","0","0","0","0"
"13","Team13","51","5879333980","srPikitO","0","0","26","0","0","0","0","100","0","0m 44s","0m 0s","0","0","0","0","60","0","0","0","0","0","0","26"
"21","Team21","52","5385943078","crimJedly","0","0","0","0","0","0","0","100","0","0m 23s","0m 0s","0","0","0","0","80","0","0","0","0","0","0","0"
"30","Team30","53","590341916","ŪūūSTOP","0","0","0","0","0","0","0","100","0","0m 7s","0m 0s","0","0","0","0","35","0","0","0","0","0","0","0"
"99","Team99","54","51982134963","PERERAA7","0","0","0","0","0","0","0","100","0","0m 3s","0m 0s","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Team34","55","5442359914","1paLukinhas77k","0","0","39","0","0","0","0","100","0","0m 13s","0m 0s","0","0","0","0","35","0","0","0","0","0","0","39"
"17","Team17","56","5239928654","sirPERCYッ","0","0","0","0","0","0","0","100","0","0m 5s","0m 0s","0","0","0","0","14","0","0","0","0","0","0","0"
