TeamID,Team Name,Rank,uId,Player Name,Health,Kill Num,Damage,Max Kill Distance,Assists,Knockouts,Head Shot Num,In Damage,Heal,Survival Time,Outside Blue Circle Time,Poison Total Damage,Kill Num In Vehicle,Kill Num By Grenade,Drive Distance,March Distance,Rescue Times,Use Smoke Grenade Num,Use Frag Grenade Num,Use Burn Grenade Num,Use Flash Grenade Num,Got Air Drop Num,Total Damage per Team
"34","Team34","11","52079832878","Lord〆や0W3R个","0","3","319","82","0","0","0","213","222","14m 13s","1m 22s","52","2","0","3706","1585","0","1","0","0","0","0","319"
"39","Team39","12","5216749258","CDSxJxUxZ","0","1","175","72","0","1","0","74","58","13m 19s","0m 13s","108","0","0","2222","1577","0","0","2","1","0","0","175"
"100","Team100","13","5117502904","SvGAleeB","0","2","319","41","0","0","0","193","93","13m 36s","0m 38s","0","0","1","4100","1070","0","1","5","0","0","0","319"
"8","Team8","14","5137960688","drsSHERIFF٭","0","0","149","0","0","0","0","267","93","13m 23s","0m 7s","14","0","0","1926","1503","0","0","2","0","0","0","149"
"20","Team20","15","51867149474","sirJOST","0","1","76","2","0","0","0","100","143","13m 13s","2m 19s","143","1","0","6230","839","0","0","0","0","0","0","76"
"94","Team94","16","5148864554","S1xDoyle","0","0","12","0","0","0","0","144","176","12m 32s","1m 37s","108","0","0","2339","2019","0","0","3","0","0","0","12"
"35","Team35","17","51751282457","OXGxDenver77","0","0","0","0","0","0","0","0","11","11m 58s","0m 49s","117","0","0","0","1236","0","0","0","0","0","0","0"
"10","Team10","18","5239928654","sirPERCYッ","0","1","55","134","0","0","1","120","190","11m 53s","2m 19s","145","0","0","6462","854","0","0","0","0","0","0","55"
"36","Team36","19","5114882255","ʚɞYessiʚɞ","0","0","107","0","0","0","0","45","446","12m 9s","3m 17s","503","0","0","1207","1410","0","0","0","0","0","0","107"
"6","Team6","20","580299064","Báezツ","0","4","533","145","0","1","1","356","158","11m 53s","0m 0s","0","0","0","4340","812","0","2","1","0","0","0","533"
"16","Team16","21","51725569588","ʕ̫͡تʔbebe","0","0","0","0","0","0","0","76","260","10m 48s","4m 5s","284","0","0","5307","804","0","0","0","0","0","0","0"
"73","Team73","22","543971361","pcPUMAzinN","0","1","174","108","0","0","1","172","117","10m 23s","0m 23s","45","0","0","2200","936","0","3","3","1","0","0","174"
"33","Team33","23","5228868326","SSPerroPipón","0","1","190","113","0","0","0","100","0","10m 32s","0m 7s","0","0","0","3208","1090","0","0","0","0","0","0","190"
"44","Team44","24","5216037752","1paMATO18","0","1","188","17","0","0","0","233","133","10m 45s","0m 0s","0","0","0","2388","1768","0","1","1","0","0","0","188"
"42","Team42","25","5903187007","1paRoyerJr","0","1","161","121","0","1","0","104","16","10m 25s","0m 7s","12","0","0","5456","890","0","0","0","0","0","0","161"
"38","Team38","26","51644892258","5乛XT丨SANDY","0","0","0","0","0","0","0","106","278","10m 8s","1m 49s","310","0","0","4022","701","0","0","0","0","0","0","0"
"31","Team31","27","590341916","ŪūūSTOP","0","2","299","5","0","0","0","100","0","9m 24s","0m 0s","0","0","0","0","1395","0","3","1","2","0","0","299"
"99","Team99","28","522080414","ッCorzo","0","0","0","0","0","0","0","217","311","9m 44s","1m 59s","118","0","0","2982","997","0","1","0","0","0","0","0"
"25","Team25","29","51792225482","ELLIMINATE2","0","0","0","0","0","0","0","214","26","8m 40s","1m 8s","0","0","0","5761","544","0","0","0","0","0","0","0"
"19","Team19","30","568524628","RNGJONA","0","0","0","0","0","0","0","100","20","8m 31s","0m 21s","20","0","0","3380","786","0","0","0","0","0","0","0"
"98","Team98","31","535328945","RevXEAAAN","0","1","85","75","0","0","0","111","11","8m 30s","0m 0s","0","0","0","3681","1089","0","1","0","0","0","0","85"
"37","Team37","32","576985008","5乛XT丨MOISÉS","0","2","155","48","0","0","0","138","130","7m 59s","2m 56s","92","0","0","4058","833","0","0","0","0","0","0","155"
"1","Team1","33","5118949494","pgZeta","0","0","56","0","0","0","0","158","173","7m 39s","4m 9s","195","0","0","3163","1288","0","0","0","0","0","0","56"
"92","Team92","34","52188989171","LGJAVIER","0","0","0","0","0","0","0","151","141","6m 5s","1m 16s","90","0","0","0","1773","0","1","0","0","0","0","0"
"15","Team15","35","52051984384","ɢʊɨʟʟɛ","0","0","0","0","0","0","0","84","0","6m 14s","0m 0s","0","0","0","427","1661","0","0","0","0","0","0","0"
"24","Team24","36","5442359914","1paLukinhas77k","0","0","88","0","0","0","0","100","0","6m 37s","0m 0s","0","0","0","2440","770","0","0","0","0","0","0","88"
"28","Team28","37","5594104986","TKČ๛MムNIACO","0","1","100","3","0","0","0","197","97","5m 36s","0m 0s","0","0","0","0","1034","0","0","0","0","0","0","100"
"21","Team21","38","5346378769","RocioTeAmo","0","0","0","0","0","0","0","0","111","5m 54s","3m 17s","196","0","0","4917","337","0","0","0","0","0","0","0"
"18","Team18","39","573755225","vxJC","0","0","0","0","0","0","0","100","0","5m 45s","0m 0s","0","0","0","0","606","0","0","0","0","0","0","0"
"7","Team7","40","575165917","fourMateBelik","0","0","0","0","0","0","0","100","0","4m 55s","0m 0s","0","0","0","2876","675","0","0","0","0","0","0","0"
"30","Team30","41","591729999","4everVer͜͡sa","0","0","134","0","0","0","0","108","8","3m 30s","0m 0s","0","0","0","0","686","0","0","0","1","0","0","134"
"2","Team2","42","52012409081","AZR〆マルチー","0","0","0","0","0","0","0","100","0","3m 13s","0m 0s","0","0","0","0","68","0","0","0","0","0","0","0"
"29","Team29","43","5370146473","xyzJonaas","0","0","0","0","0","0","0","99","0","3m 0s","0m 0s","0","0","0","0","504","0","0","0","0","0","0","0"
"68","Team68","44","5366382354","S1xNicole٭","0","0","0","0","0","0","0","100","0","2m 15s","0m 0s","0","0","0","201","341","0","0","0","0","0","0","0"
"3","Team3","45","52181442907","CDSxRRR","0","0","0","0","0","0","0","100","0","2m 2s","0m 0s","0","0","0","0","508","0","0","0","0","0","0","0"
"32","Team32","46","52189333869","BanngT","0","0","0","0","0","0","0","100","0","2m 14s","0m 0s","0","0","0","0","442","0","0","0","0","0","0","0"
"55","Team55","47","51777125068","VIPCarlos","0","0","0","0","0","0","0","100","0","1m 17s","0m 0s","0","0","0","0","151","0","1","0","0","0","0","0"
"9","Team9","48","5143990878","Rиg〦Bøиkz","0","0","0","0","0","0","0","100","0","0m 22s","0m 0s","0","0","0","574","5","0","0","0","0","0","0","0"
"12","Team12","49","51556582114","๛R٭O٭Y؄总","0","0","98","0","0","0","0","99","0","1m 2s","0m 0s","0","0","0","0","219","0","0","0","0","0","0","98"
"27","Team27","50","51786450040","RNGquique","0","0","0","0","0","0","0","100","0","0m 3s","0m 0s","0","0","0","0","9","0","0","0","0","0","0","0"
"45","Team45","51","5682049910","『LTK』","0","0","0","0","0","0","0","100","0","0m 9s","0m 0s","0","0","0","0","36","0","0","0","0","0","0","0"
"26","Team26","52","51493201616","9zeDEFT","0","0","0","0","0","0","0","100","0","0m 43s","0m 0s","0","0","0","0","185","0","0","0","0","0","0","0"
