"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
15,Team15,34,5369042205,PARCA,0,0,0,0,0,0,0,61,103,5m 57s,2m 17s,141,0,0,644,883,0,0,0,0,0,0,0
38,Team38,35,51931741965,DEPREDADORůIV,0,0,0,0,0,0,0,69,128,6m 6s,2m 39s,159,0,0,1233,1135,0,0,0,0,0,0,0
40,Team40,36,52286239929,rtpNocta1,0,0,0,0,0,0,0,51,62,5m 37s,1m 47s,109,0,0,587,813,0,0,0,0,0,0,0
10,Team10,37,5166514645,؄Spɪcʏ͜٭,0,0,23,0,0,0,0,75,48,4m 56s,0m 48s,52,0,0,0,497,0,0,3,0,0,0,23
25,Team25,38,51391359922,SteelTinchø,0,0,14,0,0,0,0,164,96,5m 20s,0m 34s,32,0,0,1454,713,0,0,0,0,0,0,14
95,Team95,39,5427772015,TIKTOKū33ELE,0,2,224,43,0,0,0,159,0,4m 49s,0m 0s,0,0,1,620,733,0,0,1,0,0,0,224
98,Team98,40,51560855619,『Leo』nelツ,0,0,0,0,0,0,0,53,10,4m 9s,1m 5s,56,0,0,0,930,0,0,0,0,0,0,0
22,Team22,41,5612855558,ASFŰLUNA,0,0,0,0,0,0,0,69,20,5m 1s,0m 44s,50,0,0,2743,622,0,0,0,0,0,0,0
74,Team74,42,576985008,5乛XT丨MOISÉS,0,0,47,0,0,0,0,100,0,4m 8s,0m 0s,0,0,0,0,504,0,0,0,0,0,0,47
33,Team33,43,5879333980,srPikitO,0,0,59,0,0,0,0,100,0,4m 8s,0m 0s,0,0,0,0,979,0,0,0,0,0,0,59
30,Team30,44,51777125068,VIPCarlos,0,0,24,0,0,0,0,100,0,3m 41s,0m 0s,0,0,0,0,1202,0,0,0,0,0,0,24
2,Team2,45,546362992,ㅇMiLeK,0,0,0,0,0,0,0,100,0,2m 55s,0m 0s,0,0,0,0,563,0,0,0,0,0,0,0
93,Team93,46,51308238408,ØK͜͡Anubis,0,1,101,27,0,0,0,100,0,2m 59s,0m 0s,0,0,0,0,535,0,0,2,2,0,0,101
42,Team42,47,51005968813,pgElian,0,0,0,0,0,0,0,99,0,2m 55s,0m 0s,0,0,0,0,694,0,0,0,0,0,0,0
36,Team36,48,5111270804,NAMICELA,0,0,0,0,0,0,0,101,1,2m 37s,0m 0s,0,0,0,0,90,0,0,0,0,0,0,0
21,Team21,49,5345947799,4everC͜͡utzZ,0,1,118,6,0,0,0,258,158,2m 58s,0m 0s,0,0,0,0,529,0,0,0,0,0,0,118
86,Team86,50,5637260977,AGGCuervo,0,0,90,0,0,0,0,100,0,2m 48s,0m 0s,0,0,0,0,335,0,0,0,1,0,0,90
41,Team41,51,5682173980,เʍp٭๛Dani,0,0,0,0,0,0,0,100,0,1m 55s,0m 0s,0,0,0,0,364,0,0,0,0,0,0,0
20,Team20,52,527562324,JimmyTurnHer,0,0,0,0,0,0,0,100,0,1m 36s,0m 0s,0,0,0,0,486,0,0,0,0,0,0,0
96,Team96,53,5114316560,vaūERIXZ1N,0,0,23,0,0,0,0,100,0,1m 31s,0m 0s,0,0,0,0,227,0,0,0,0,0,0,23
6,Team6,54,5845452191,『Masternoob』,0,0,80,0,0,0,0,100,0,0m 43s,0m 0s,0,0,0,0,60,0,0,0,0,0,0,80
11,Team11,55,51919953970,ST٭GATITA٭ं,0,0,0,0,0,0,0,100,0,0m 57s,0m 0s,0,0,0,0,156,0,0,0,0,0,0,0
8,Team8,56,5732128519,เʍp٭Gɪ,0,0,0,0,0,0,0,100,0,1m 6s,0m 0s,0,0,0,0,122,0,0,0,1,0,0,0
1,Team1,57,52010894553,papáツdrilo,0,0,0,0,0,0,0,100,0,0m 0s,0m 0s,0,0,0,0,0,0,0,0,0,0,0,0
87,Team87,58,51203944432,ARROWDEUS,0,0,157,0,0,0,0,100,0,0m 35s,0m 0s,0,0,0,0,84,0,0,0,0,0,0,157
46,Team46,59,51347327959,pgEylin,0,0,0,0,0,0,0,100,0,0m 3s,0m 0s,0,0,0,0,4,0,0,0,0,0,0,0
48,Team48,60,51528853651,Elbueroconb,0,0,0,0,0,0,0,100,0,0m 1s,0m 0s,0,0,0,0,0,0,0,0,0,0,0,0
5,Team5,61,5216037752,1paMATO18,0,0,0,0,0,0,0,100,0,0m 12s,0m 0s,0,0,0,0,49,0,0,0,0,0,0,0
26,Team26,62,51282952417,RocioDeDiaz,0,0,78,0,0,0,0,100,0,0m 17s,0m 0s,0,0,0,0,20,0,0,0,0,0,0,78
