"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
32,Team32,13,51777125068,VIPCarlos,0,0,0,0,0,0,0,87,37,12m 41s,0m 12s,50,0,0,0,902,0,0,0,0,0,0,0
26,Team26,14,51984764722,VASAMUERTE,0,0,0,0,0,0,0,218,238,12m 50s,3m 33s,215,0,0,4513,1764,0,0,0,0,0,0,0
19,Team19,15,543971361,SteelPUMAzinN,0,0,79,0,0,0,0,395,197,12m 0s,0m 0s,0,0,0,1115,1037,0,0,1,1,0,0,79
1,Team1,16,51425024420,UŞM๛Adriel,0,1,82,198,0,0,0,126,187,11m 47s,2m 32s,160,0,0,1612,2604,0,0,0,0,0,0,82
8,Team8,17,530001067,KzŪɨŪNicö,0,0,155,0,0,1,0,120,20,11m 29s,0m 42s,0,0,0,3959,810,0,0,0,0,0,0,155
44,Team44,18,5418325405,升GTHANOOS,0,2,235,190,0,0,0,139,39,10m 59s,0m 0s,0,0,0,2792,1315,0,0,0,1,0,0,235
27,Team27,19,573587941,AngelFlowYT,0,0,72,0,0,0,0,233,36,11m 15s,0m 0s,0,0,0,2701,945,0,0,0,0,0,0,72
20,Team20,20,51849036118,Revenger15,0,0,0,0,0,0,0,140,40,10m 18s,0m 0s,0,0,0,4752,1296,0,0,0,0,0,0,0
96,Team96,21,5900191615,Habieruハ��エ,0,1,56,4,0,0,0,107,289,11m 17s,2m 25s,266,0,0,3603,2133,0,0,0,0,0,0,56
29,Team29,22,5223758938,ūFlorīīī,0,1,187,5,0,0,1,84,0,10m 40s,0m 7s,15,0,0,0,764,0,0,0,0,0,0,187
70,Team70,23,5250695449,DEUNCORNETAZO,0,0,0,0,0,0,0,0,218,10m 52s,2m 21s,319,0,0,847,916,0,0,0,0,0,0,0
9,Team9,24,5658889103,〖AHC〗ENCU۞,0,0,0,0,0,0,0,100,11,10m 22s,0m 0s,0,0,0,1206,1926,0,0,0,0,0,1,0
49,Team49,25,5290861254,SVシNoēNi,0,2,218,4,0,0,0,100,0,10m 35s,0m 0s,0,0,0,2794,1101,0,0,0,0,0,0,218
33,Team33,26,51958812313,Mʞ〢Nayda,0,1,135,128,0,0,1,100,69,9m 51s,1m 10s,69,0,0,2662,920,0,0,3,0,0,0,135
38,Team38,27,5336419911,ryuMUSTANGg38,0,2,255,147,0,0,0,154,70,8m 58s,0m 0s,0,0,0,2489,876,0,2,0,0,0,0,255
14,Team14,28,52043788604,UŞM๛丂卄乇几,0,1,42,75,0,0,0,41,508,9m 12s,7m 12s,565,0,0,4835,717,0,0,0,0,0,0,42
100,Team100,29,51308238408,ØK͜͡Anubis,0,1,125,138,0,0,0,106,6,9m 30s,0m 0s,0,0,0,6805,666,0,0,0,0,0,0,125
47,Team47,30,5267563191,FantasmaHN,0,0,0,0,0,0,0,92,45,8m 45s,0m 28s,31,0,0,3786,923,0,0,0,0,0,0,0
41,Team41,31,5228868326,SSPerroPipón,0,0,0,0,0,0,0,139,41,9m 23s,0m 0s,0,0,0,5907,637,0,0,0,0,0,0,0
91,Team91,32,51644892258,5乛XT丨SANDY,0,0,0,0,0,0,0,100,150,8m 46s,2m 32s,149,0,0,6293,572,0,0,0,0,0,0,0
18,Team18,33,5584826591,McS๛SIKA,0,1,81,44,0,0,0,93,0,9m 15s,0m 1s,8,0,0,457,993,0,0,0,0,0,0,81
4,Team4,34,52181442907,CDSxRRR,0,0,0,0,0,0,0,36,0,9m 14s,0m 5s,14,0,0,7173,483,0,0,0,0,0,1,0
45,Team45,35,510552771,NLsCASTIEL,0,0,19,0,0,0,0,128,166,8m 17s,2m 19s,138,0,0,4116,1377,0,0,0,0,0,0,19
2,Team2,36,52189333869,BanngT,0,0,0,0,0,0,0,100,0,9m 3s,0m 0s,0,0,0,527,1196,0,0,0,0,0,0,0
36,Team36,37,51318659282,Javic3,0,0,0,0,0,0,0,81,339,8m 4s,5m 10s,358,0,0,1290,1737,0,0,0,0,0,0,0
25,Team25,38,5453091788,NLsKOLBE,0,0,0,0,0,0,0,99,136,7m 26s,2m 22s,136,0,0,2687,925,0,0,0,0,0,0,0
50,Team50,39,5779671525,SVシANUBIS,0,0,27,0,0,0,0,55,173,7m 30s,4m 42s,218,0,0,680,1547,0,0,0,0,0,0,27
16,Team16,40,561381279,CHARRUAyx,0,0,0,0,0,0,0,100,0,7m 3s,0m 0s,0,0,0,0,824,0,0,0,0,0,0,0
42,Team42,41,5778363271,RevM4rlonGG,0,1,100,28,0,0,0,100,7,6m 43s,0m 29s,0,0,0,2533,832,0,0,1,0,0,0,100
37,Team37,42,51248105062,NLsSIMAūʚɞ,0,0,0,0,0,0,0,0,73,6m 10s,4m 18s,173,0,0,1508,1201,0,0,0,0,0,0,0
10,Team10,43,51347327959,pgEylin,0,0,24,0,0,0,0,169,69,6m 4s,0m 0s,0,0,0,1134,512,0,3,0,0,0,0,24
13,Team13,44,51541105831,Bpin͜k丨Ruby,0,0,0,0,0,0,0,100,0,5m 10s,0m 0s,0,0,0,0,623,0,0,0,0,0,0,0
30,Team30,45,52124728126,Deiclemente,0,0,0,0,0,0,0,101,1,4m 52s,1m 3s,0,0,0,0,1117,0,0,0,0,0,0,0
55,Team55,46,5351222243,會SEÑOR會Xツ,0,0,92,0,0,0,0,150,50,5m 39s,0m 0s,0,0,0,0,1314,0,0,0,0,0,0,92
5,Team5,47,52016163468,『VLS』Wacha,0,0,0,0,0,0,0,100,0,2m 45s,0m 0s,0,0,0,0,501,0,0,0,0,0,0,0
63,Team63,48,51644133272,JamesCloverla,0,0,0,0,0,0,0,107,7,3m 25s,0m 0s,0,0,0,0,513,0,0,0,0,0,0,0
40,Team40,49,5764361473,McS๛PEACHツ,0,0,0,0,0,0,0,118,18,2m 29s,0m 0s,0,0,0,0,271,0,0,0,0,0,0,0
12,Team12,50,5845452191,『Masternoob』,0,0,0,0,0,0,0,100,0,2m 13s,0m 0s,0,0,0,0,265,0,0,0,0,0,0,0
11,Team11,51,579843695,Sh4kY23,0,0,33,0,0,0,0,168,73,2m 32s,0m 0s,0,0,0,0,435,0,0,0,0,0,0,33
43,Team43,52,5732128519,เʍp٭Gɪ,0,0,57,0,0,0,0,100,0,1m 25s,0m 0s,0,0,0,183,264,0,0,0,0,0,0,57
17,Team17,53,51446952222,『VANSII』,0,0,0,0,0,0,0,100,0,1m 12s,0m 0s,0,0,0,0,254,0,0,0,0,0,0,0
15,Team15,54,5213550094,KzŪɨŪCrïs,0,0,0,0,0,0,0,100,0,0m 59s,0m 0s,0,0,0,0,255,0,0,0,0,0,0,0
39,Team39,55,52070350364,McS๛NETRO,0,0,0,0,0,0,0,100,0,0m 4s,0m 0s,0,0,0,0,15,0,0,0,0,0,0,0
7,Team7,56,541950987,MOTOMASACRE,0,0,0,0,0,0,0,100,0,0m 17s,0m 0s,0,0,0,0,38,0,0,0,0,0,0,0
21,Team21,57,5143990878,Rиg〦Bøиkz,0,0,0,0,0,0,0,99,0,0m 32s,0m 0s,0,0,0,0,34,0,0,0,0,0,0,0
22,Team22,58,535328945,RevXEAAAN,0,0,0,0,0,0,0,100,0,0m 10s,0m 0s,0,0,0,0,16,0,0,0,0,0,0,0
31,Team31,59,51835126914,dickbig17,0,0,0,0,0,0,0,100,0,0m 8s,0m 0s,0,0,0,0,30,0,0,0,0,0,0,0
28,Team28,60,51902321898,BKSY4RAG,0,0,0,0,0,0,0,100,0,0m 5s,0m 0s,0,0,0,0,20,0,0,0,0,0,0,0
